Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address,order_datetime,revenue
176786,"20in Monitor",1,109.99,"04-06-2019 16:40","701 North St, San Francisco, CA 94016",NULL,109.99
176787,"Google Phone",1,600,"04/14/19 10:10","180 Pine St, Los Angeles, CA 90001",NULL,600.00
176788,"Bose SoundSport Headphones",1,99.99,"04/15/19 04:39","200 North St, New York City, NY 10001",NULL,99.99
176789,"Lightning Charging Cable",1,14.95,"04/21/19 20:15","990 Meadow St, San Francisco, CA 94016",NULL,14.95
176790,"AAA Batteries (4-pack)",1,2.99,"04/28/19 12:07","689 9th St, Austin, TX 73301",NULL,2.99
176791,"Google Phone",1,600,"04/21/19 11:43","908 Jackson St, Los Angeles, CA 90001",NULL,600.00
176792,"27in 4K Gaming Monitor",1,389.99,"04/30/19 19:29","772 11th St, Atlanta, GA 30301",NULL,389.99
176793,"Wired Headphones",1,11.99,"04/17/19 17:09","147 South St, San Francisco, CA 94016",NULL,11.99
176794,"Lightning Charging Cable",1,14.95,"04-10-2019 21:40","425 Adams St, Dallas, TX 75001",NULL,14.95
176795,"Wired Headphones",1,11.99,"04/13/19 11:46","360 Center St, San Francisco, CA 94016",NULL,11.99
176796,"Bose SoundSport Headphones",1,99.99,"04-07-2019 08:44","5 2nd St, Los Angeles, CA 90001",NULL,99.99
176797,"Google Phone",1,600,"04/21/19 08:54","923 Elm St, Los Angeles, CA 90001",NULL,600.00
176797,"Bose SoundSport Headphones",1,99.99,"04/21/19 08:54","923 Elm St, Los Angeles, CA 90001",NULL,99.99
176797,"Wired Headphones",1,11.99,"04/21/19 08:54","923 Elm St, Los Angeles, CA 90001",NULL,11.99
176798,iPhone,1,700,"04-06-2019 10:31","445 Jefferson St, Atlanta, GA 30301",NULL,700.00
176799,"Wired Headphones",1,11.99,"04-03-2019 14:24","452 Spruce St, Portland, OR 97035",NULL,11.99
176800,"Lightning Charging Cable",1,14.95,"04-09-2019 11:35","766 West St, Atlanta, GA 30301",NULL,14.95
176801,"Vareebadd Phone",1,400,"04/28/19 18:52","125 North St, San Francisco, CA 94016",NULL,400.00
176802,"AA Batteries (4-pack)",1,3.84,"04/29/19 17:33","627 12th St, Boston, MA 02215",NULL,3.84
176803,"AA Batteries (4-pack)",1,3.84,"04-01-2019 23:00","649 7th St, Austin, TX 73301",NULL,3.84
176804,"Bose SoundSport Headphones",1,99.99,"04/21/19 21:56","690 Walnut St, Seattle, WA 98101",NULL,99.99
176805,"Google Phone",1,600,"04-01-2019 15:50","91 Lincoln St, Portland, OR 97035",NULL,600.00
176805,"USB-C Charging Cable",1,11.95,"04-01-2019 15:50","91 Lincoln St, Portland, OR 97035",NULL,11.95
176806,"Macbook Pro Laptop",1,1700,"04/22/19 13:26","197 Cherry St, Austin, TX 73301",NULL,1700.00
176807,"USB-C Charging Cable",1,11.95,"04/21/19 17:13","758 Hill St, Seattle, WA 98101",NULL,11.95
176808,"Google Phone",1,600,"04/28/19 18:03","933 Meadow St, San Francisco, CA 94016",NULL,600.00
176808,"Wired Headphones",1,11.99,"04/28/19 18:03","933 Meadow St, San Francisco, CA 94016",NULL,11.99
176809,"Bose SoundSport Headphones",2,99.99,"04/19/19 01:14","278 13th St, San Francisco, CA 94016",NULL,199.98
176810,"AAA Batteries (4-pack)",1,2.99,"04/30/19 14:57","86 Meadow St, Atlanta, GA 30301",NULL,2.99
176811,"AA Batteries (4-pack)",2,3.84,"04/14/19 23:02","456 13th St, Dallas, TX 75001",NULL,7.68
176812,"Wired Headphones",1,11.99,"04/20/19 16:40","569 Willow St, New York City, NY 10001",NULL,11.99
176813,"Google Phone",1,600,"04/28/19 18:01","269 Hill St, Atlanta, GA 30301",NULL,600.00
176813,"Wired Headphones",1,11.99,"04/28/19 18:01","269 Hill St, Atlanta, GA 30301",NULL,11.99
176814,"Lightning Charging Cable",1,14.95,"04-09-2019 12:09","501 13th St, New York City, NY 10001",NULL,14.95
176815,"AAA Batteries (4-pack)",1,2.99,"04-04-2019 13:36","327 Adams St, San Francisco, CA 94016",NULL,2.99
176816,"27in 4K Gaming Monitor",1,389.99,"04/19/19 20:14","623 Lincoln St, Portland, OR 97035",NULL,389.99
176817,"Lightning Charging Cable",1,14.95,"04/26/19 20:47","284 Walnut St, Seattle, WA 98101",NULL,14.95
176818,"Wired Headphones",1,11.99,"04-09-2019 02:19","642 13th St, San Francisco, CA 94016",NULL,11.99
176819,"AA Batteries (4-pack)",2,3.84,"04/15/19 05:44","615 9th St, Portland, OR 97035",NULL,7.68
176820,"USB-C Charging Cable",1,11.95,"04/17/19 12:10","654 Adams St, Boston, MA 02215",NULL,11.95
176821,"34in Ultrawide Monitor",1,379.99,"04/18/19 15:08","72 Meadow St, San Francisco, CA 94016",NULL,379.99
176822,"AAA Batteries (4-pack)",1,2.99,"04/22/19 19:50","40 Cedar St, Seattle, WA 98101",NULL,2.99
176823,"Wired Headphones",1,11.99,"04-06-2019 20:18","893 11th St, Seattle, WA 98101",NULL,11.99
176824,"USB-C Charging Cable",2,11.95,"04-03-2019 13:01","983 Center St, Los Angeles, CA 90001",NULL,23.90
176825,"LG Washing Machine",1,600,"04/13/19 22:31","338 6th St, San Francisco, CA 94016",NULL,600.00
176826,"Bose SoundSport Headphones",1,99.99,"04-11-2019 00:15","72 Meadow St, San Francisco, CA 94016",NULL,99.99
176827,"AAA Batteries (4-pack)",1,2.99,"04/20/19 13:36","465 Hickory St, Los Angeles, CA 90001",NULL,2.99
176828,iPhone,1,700,"04-07-2019 22:13","696 Highland St, Seattle, WA 98101",NULL,700.00
176829,"Wired Headphones",1,11.99,"04/30/19 09:09","335 Wilson St, San Francisco, CA 94016",NULL,11.99
176830,"Wired Headphones",1,11.99,"04/18/19 12:02","663 5th St, Austin, TX 73301",NULL,11.99
176831,"USB-C Charging Cable",1,11.95,"04-01-2019 07:39","743 Spruce St, San Francisco, CA 94016",NULL,11.95
176832,"Apple Airpods Headphones",1,150,"04/19/19 20:21","533 Spruce St, Los Angeles, CA 90001",NULL,150.00
176833,"Wired Headphones",1,11.99,"04/21/19 19:32","226 Madison St, Boston, MA 02215",NULL,11.99
176834,"Lightning Charging Cable",1,14.95,"04/15/19 20:42","193 Forest St, San Francisco, CA 94016",NULL,14.95
176835,"USB-C Charging Cable",1,11.95,"04/23/19 16:55","628 10th St, Boston, MA 02215",NULL,11.95
176836,"USB-C Charging Cable",2,11.95,"04-10-2019 14:20","857 Hickory St, Boston, MA 02215",NULL,23.90
176837,"Lightning Charging Cable",1,14.95,"04-10-2019 12:29","213 River St, New York City, NY 10001",NULL,14.95
176838,"Lightning Charging Cable",1,14.95,"04-05-2019 18:44","656 South St, New York City, NY 10001",NULL,14.95
176839,"20in Monitor",1,109.99,"04-10-2019 07:19","625 Willow St, Boston, MA 02215",NULL,109.99
176840,"USB-C Charging Cable",1,11.95,"04-02-2019 10:08","939 14th St, Austin, TX 73301",NULL,11.95
176841,"AAA Batteries (4-pack)",3,2.99,"04/26/19 22:50","177 Highland St, San Francisco, CA 94016",NULL,8.97
176842,"AA Batteries (4-pack)",2,3.84,"04-06-2019 23:16","532 1st St, New York City, NY 10001",NULL,7.68
176843,"34in Ultrawide Monitor",1,379.99,"04/21/19 11:22","733 Maple St, Atlanta, GA 30301",NULL,379.99
176844,"AA Batteries (4-pack)",1,3.84,"04/23/19 18:48","983 Main St, Boston, MA 02215",NULL,3.84
176845,"USB-C Charging Cable",1,11.95,"04/15/19 14:26","925 Cedar St, San Francisco, CA 94016",NULL,11.95
176846,"USB-C Charging Cable",1,11.95,"04/19/19 09:03","599 10th St, New York City, NY 10001",NULL,11.95
176847,"AA Batteries (4-pack)",3,3.84,"04-03-2019 16:00","616 9th St, Austin, TX 73301",NULL,11.52
176848,"27in FHD Monitor",1,149.99,"04/28/19 18:09","442 Center St, Boston, MA 02215",NULL,149.99
176849,"34in Ultrawide Monitor",1,379.99,"04/22/19 10:59","309 West St, San Francisco, CA 94016",NULL,379.99
176850,"AA Batteries (4-pack)",1,3.84,"04-03-2019 12:40","520 5th St, Seattle, WA 98101",NULL,3.84
176851,"AA Batteries (4-pack)",1,3.84,"04-09-2019 22:58","669 Dogwood St, San Francisco, CA 94016",NULL,3.84
176852,"AA Batteries (4-pack)",1,3.84,"04-09-2019 13:58","731 Lincoln St, Portland, OR 97035",NULL,3.84
176853,"AA Batteries (4-pack)",1,3.84,"04/24/19 11:41","858 14th St, New York City, NY 10001",NULL,3.84
176854,"AA Batteries (4-pack)",1,3.84,"04-11-2019 22:05","460 South St, Los Angeles, CA 90001",NULL,3.84
176855,"Wired Headphones",1,11.99,"04/21/19 16:42","103 12th St, Los Angeles, CA 90001",NULL,11.99
176856,"Lightning Charging Cable",1,14.95,"04/13/19 10:59","459 8th St, San Francisco, CA 94016",NULL,14.95
176857,"Bose SoundSport Headphones",1,99.99,"04/30/19 07:18","418 14th St, Portland, OR 97035",NULL,99.99
176858,"AAA Batteries (4-pack)",1,2.99,"04/16/19 13:25","669 Park St, Los Angeles, CA 90001",NULL,2.99
176859,"AA Batteries (4-pack)",1,3.84,"04/15/19 10:53","525 Adams St, New York City, NY 10001",NULL,3.84
176860,"USB-C Charging Cable",1,11.95,"04-04-2019 11:00","420 Hill St, San Francisco, CA 94016",NULL,11.95
176861,"Bose SoundSport Headphones",1,99.99,"04/14/19 13:01","370 9th St, Los Angeles, CA 90001",NULL,99.99
176862,"AAA Batteries (4-pack)",1,2.99,"04/29/19 11:37","267 Willow St, San Francisco, CA 94016",NULL,2.99
176863,"27in FHD Monitor",1,149.99,"04/19/19 17:18","64 Maple St, New York City, NY 10001",NULL,149.99
176864,"AAA Batteries (4-pack)",2,2.99,"04-02-2019 15:47","453 Meadow St, San Francisco, CA 94016",NULL,5.98
176865,"AA Batteries (4-pack)",1,3.84,"04/18/19 14:28","952 Washington St, New York City, NY 10001",NULL,3.84
176866,"ThinkPad Laptop",1,999.99,"04-02-2019 11:42","338 West St, New York City, NY 10001",NULL,999.99
176867,"AAA Batteries (4-pack)",1,2.99,"04/25/19 21:00","483 Washington St, San Francisco, CA 94016",NULL,2.99
176868,"20in Monitor",1,109.99,"04-05-2019 07:37","213 Highland St, Boston, MA 02215",NULL,109.99
176869,"Apple Airpods Headphones",1,150,"04/23/19 18:33","861 2nd St, Seattle, WA 98101",NULL,150.00
176870,"AAA Batteries (4-pack)",3,2.99,"04-05-2019 18:38","964 Park St, New York City, NY 10001",NULL,8.97
176871,"AA Batteries (4-pack)",1,3.84,"04/29/19 20:02","489 9th St, Dallas, TX 75001",NULL,3.84
176872,"AA Batteries (4-pack)",1,3.84,"04/15/19 12:17","678 Madison St, Los Angeles, CA 90001",NULL,3.84
176873,"AA Batteries (4-pack)",1,3.84,"04-06-2019 05:26","532 Spruce St, Los Angeles, CA 90001",NULL,3.84
176874,"AAA Batteries (4-pack)",1,2.99,"04/15/19 11:04","325 Pine St, New York City, NY 10001",NULL,2.99
176875,"27in 4K Gaming Monitor",1,389.99,"04/23/19 19:26","727 Forest St, San Francisco, CA 94016",NULL,389.99
176876,"Bose SoundSport Headphones",1,99.99,"04/23/19 21:15","263 Hickory St, Boston, MA 02215",NULL,99.99
176877,"Lightning Charging Cable",1,14.95,"04-10-2019 15:48","289 4th St, San Francisco, CA 94016",NULL,14.95
176878,"ThinkPad Laptop",1,999.99,"04/13/19 09:15","161 Highland St, San Francisco, CA 94016",NULL,999.99
176879,"Flatscreen TV",1,300,"04/13/19 14:15","370 Sunset St, Portland, ME 04101",NULL,300.00
176880,"27in FHD Monitor",1,149.99,"04-04-2019 08:36","691 River St, New York City, NY 10001",NULL,149.99
176881,"Wired Headphones",1,11.99,"04/22/19 20:59","157 Sunset St, San Francisco, CA 94016",NULL,11.99
176882,"Wired Headphones",1,11.99,"04/24/19 20:16","929 Main St, Boston, MA 02215",NULL,11.99
176883,"Wired Headphones",2,11.99,"04/15/19 09:24","344 Dogwood St, New York City, NY 10001",NULL,23.98
176884,"USB-C Charging Cable",1,11.95,"04-11-2019 09:04","813 Highland St, San Francisco, CA 94016",NULL,11.95
176885,"34in Ultrawide Monitor",1,379.99,"04/22/19 21:26","582 River St, Boston, MA 02215",NULL,379.99
176886,"Flatscreen TV",1,300,"04/19/19 20:44","410 8th St, San Francisco, CA 94016",NULL,300.00
176887,"AAA Batteries (4-pack)",1,2.99,"04-01-2019 12:59","591 4th St, Boston, MA 02215",NULL,2.99
176888,"Wired Headphones",1,11.99,"04/15/19 13:57","608 5th St, New York City, NY 10001",NULL,11.99
176889,"AAA Batteries (4-pack)",1,2.99,"04/17/19 21:22","837 Madison St, Boston, MA 02215",NULL,2.99
176890,"USB-C Charging Cable",1,11.95,"04/25/19 17:35","950 8th St, Austin, TX 73301",NULL,11.95
176891,"AAA Batteries (4-pack)",1,2.99,"04-07-2019 11:52","323 Ridge St, Portland, OR 97035",NULL,2.99
176892,"AAA Batteries (4-pack)",1,2.99,"04-12-2019 22:50","165 Meadow St, Boston, MA 02215",NULL,2.99
176893,"AAA Batteries (4-pack)",1,2.99,"04/23/19 14:01","794 Dogwood St, Seattle, WA 98101",NULL,2.99
176894,"Flatscreen TV",1,300,"04/13/19 17:23","589 Park St, San Francisco, CA 94016",NULL,300.00
176895,"Apple Airpods Headphones",1,150,"04/24/19 08:44","286 6th St, Boston, MA 02215",NULL,150.00
176896,"AAA Batteries (4-pack)",2,2.99,"04/24/19 17:41","77 Johnson St, Dallas, TX 75001",NULL,5.98
176897,"Apple Airpods Headphones",1,150,"04-02-2019 18:12","941 Walnut St, San Francisco, CA 94016",NULL,150.00
176898,"Apple Airpods Headphones",1,150,"04/18/19 17:05","45 River St, New York City, NY 10001",NULL,150.00
176899,"Lightning Charging Cable",1,14.95,"04-05-2019 18:17","269 South St, San Francisco, CA 94016",NULL,14.95
176900,"Bose SoundSport Headphones",1,99.99,"04/21/19 06:17","356 North St, Boston, MA 02215",NULL,99.99
176901,"Lightning Charging Cable",1,14.95,"04/22/19 14:37","25 8th St, Atlanta, GA 30301",NULL,14.95
176902,"USB-C Charging Cable",1,11.95,"04-11-2019 14:49","166 Dogwood St, Atlanta, GA 30301",NULL,11.95
176903,iPhone,1,700,"04-09-2019 11:10","684 Main St, Boston, MA 02215",NULL,700.00
176904,"AAA Batteries (4-pack)",1,2.99,"04/13/19 15:44","782 Ridge St, Boston, MA 02215",NULL,2.99
176905,"27in FHD Monitor",1,149.99,"04-12-2019 07:40","92 Spruce St, New York City, NY 10001",NULL,149.99
176906,"27in FHD Monitor",1,149.99,"04-07-2019 20:14","636 Cherry St, Los Angeles, CA 90001",NULL,149.99
176907,"27in FHD Monitor",1,149.99,"04-11-2019 01:43","120 Sunset St, Los Angeles, CA 90001",NULL,149.99
176908,"AAA Batteries (4-pack)",1,2.99,"04/25/19 20:53","802 Maple St, Seattle, WA 98101",NULL,2.99
176909,"Wired Headphones",1,11.99,"04/22/19 09:53","692 Jackson St, Portland, ME 04101",NULL,11.99
176910,"AAA Batteries (4-pack)",2,2.99,"04/19/19 14:46","573 2nd St, Los Angeles, CA 90001",NULL,5.98
176911,"AAA Batteries (4-pack)",1,2.99,"04-12-2019 10:29","346 13th St, Los Angeles, CA 90001",NULL,2.99
176912,"Apple Airpods Headphones",1,150,"04/25/19 14:33","862 7th St, Seattle, WA 98101",NULL,150.00
176913,"AAA Batteries (4-pack)",1,2.99,"04/20/19 19:09","340 11th St, Atlanta, GA 30301",NULL,2.99
176914,"Lightning Charging Cable",1,14.95,"04-01-2019 15:54","846 Cherry St, San Francisco, CA 94016",NULL,14.95
176915,"AAA Batteries (4-pack)",1,2.99,"04-04-2019 19:18","64 Hill St, Dallas, TX 75001",NULL,2.99
176916,"34in Ultrawide Monitor",1,379.99,"04/18/19 07:45","285 Cedar St, San Francisco, CA 94016",NULL,379.99
176917,"USB-C Charging Cable",1,11.95,"04/14/19 19:50","376 Sunset St, Boston, MA 02215",NULL,11.95
176918,"USB-C Charging Cable",1,11.95,"04-10-2019 09:57","398 Elm St, Los Angeles, CA 90001",NULL,11.95
176919,"AAA Batteries (4-pack)",1,2.99,"04/29/19 07:02","240 14th St, Boston, MA 02215",NULL,2.99
176920,"Apple Airpods Headphones",1,150,"04/30/19 18:55","117 Lake St, New York City, NY 10001",NULL,150.00
176921,"Lightning Charging Cable",1,14.95,"04/24/19 17:56","365 Wilson St, San Francisco, CA 94016",NULL,14.95
176922,"Bose SoundSport Headphones",1,99.99,"04-02-2019 21:08","859 Hill St, Los Angeles, CA 90001",NULL,99.99
176923,"LG Washing Machine",1,600,"04/26/19 12:48","259 6th St, Los Angeles, CA 90001",NULL,600.00
176924,"Bose SoundSport Headphones",1,99.99,"04/14/19 10:32","375 4th St, New York City, NY 10001",NULL,99.99
176925,"Lightning Charging Cable",1,14.95,"04/18/19 15:31","920 Wilson St, New York City, NY 10001",NULL,14.95
176926,"USB-C Charging Cable",1,11.95,"04/14/19 21:17","921 Cedar St, Atlanta, GA 30301",NULL,11.95
176927,"Wired Headphones",1,11.99,"04/18/19 18:40","700 Sunset St, Los Angeles, CA 90001",NULL,11.99
176928,"AAA Batteries (4-pack)",1,2.99,"04-08-2019 21:08","203 Hickory St, San Francisco, CA 94016",NULL,2.99
176929,"ThinkPad Laptop",1,999.99,"04-11-2019 22:13","743 11th St, Dallas, TX 75001",NULL,999.99
176930,"USB-C Charging Cable",1,11.95,"04/15/19 09:41","161 Center St, Boston, MA 02215",NULL,11.95
176931,"ThinkPad Laptop",1,999.99,"04/13/19 08:47","57 Pine St, New York City, NY 10001",NULL,999.99
176932,"34in Ultrawide Monitor",1,379.99,"04/28/19 17:02","118 Church St, Seattle, WA 98101",NULL,379.99
176933,"Flatscreen TV",1,300,"04/24/19 10:34","698 Spruce St, New York City, NY 10001",NULL,300.00
176934,"AAA Batteries (4-pack)",1,2.99,"04-08-2019 19:44","329 Park St, New York City, NY 10001",NULL,2.99
176935,"AAA Batteries (4-pack)",1,2.99,"04-03-2019 21:31","315 1st St, Dallas, TX 75001",NULL,2.99
176935,"27in FHD Monitor",1,149.99,"04-03-2019 21:31","315 1st St, Dallas, TX 75001",NULL,149.99
176936,"Apple Airpods Headphones",1,150,"04/15/19 08:36","846 Hickory St, Boston, MA 02215",NULL,150.00
176937,"Google Phone",1,600,"04/30/19 22:04","980 7th St, Los Angeles, CA 90001",NULL,600.00
176938,"AAA Batteries (4-pack)",1,2.99,"04/29/19 21:08","249 Jefferson St, Los Angeles, CA 90001",NULL,2.99
176939,"AAA Batteries (4-pack)",1,2.99,"04-06-2019 12:50","418 12th St, San Francisco, CA 94016",NULL,2.99
176940,"Lightning Charging Cable",1,14.95,"04-02-2019 23:59","864 Hickory St, Dallas, TX 75001",NULL,14.95
176941,"27in 4K Gaming Monitor",1,389.99,"04-11-2019 18:46","807 14th St, San Francisco, CA 94016",NULL,389.99
176942,"AA Batteries (4-pack)",1,3.84,"04-12-2019 10:02","419 Washington St, Portland, OR 97035",NULL,3.84
176943,"Lightning Charging Cable",1,14.95,"04-09-2019 06:50","211 2nd St, San Francisco, CA 94016",NULL,14.95
176944,"Bose SoundSport Headphones",1,99.99,"04/28/19 06:22","719 West St, Austin, TX 73301",NULL,99.99
176945,"USB-C Charging Cable",1,11.95,"04/24/19 02:17","701 Pine St, Austin, TX 73301",NULL,11.95
176946,"Lightning Charging Cable",1,14.95,"04/27/19 16:36","991 6th St, New York City, NY 10001",NULL,14.95
176947,"AA Batteries (4-pack)",2,3.84,"04-02-2019 18:40","357 Center St, Los Angeles, CA 90001",NULL,7.68
176948,"Wired Headphones",1,11.99,"04/26/19 09:46","761 Highland St, San Francisco, CA 94016",NULL,11.99
176949,"USB-C Charging Cable",1,11.95,"04/27/19 12:54","347 Jackson St, Los Angeles, CA 90001",NULL,11.95
176950,"Lightning Charging Cable",1,14.95,"04-04-2019 08:54","929 Johnson St, Dallas, TX 75001",NULL,14.95
176951,"USB-C Charging Cable",2,11.95,"04/15/19 21:57","606 Lakeview St, Boston, MA 02215",NULL,23.90
176952,"AAA Batteries (4-pack)",1,2.99,"04-06-2019 18:47","693 5th St, Los Angeles, CA 90001",NULL,2.99
176953,"Flatscreen TV",1,300,"04/29/19 13:41","595 West St, Dallas, TX 75001",NULL,300.00
176954,"Bose SoundSport Headphones",1,99.99,"04/28/19 14:49","524 Elm St, San Francisco, CA 94016",NULL,99.99
176955,"AAA Batteries (4-pack)",1,2.99,"04-02-2019 16:08","169 Church St, San Francisco, CA 94016",NULL,2.99
176956,"AA Batteries (4-pack)",1,3.84,"04-01-2019 21:43","703 5th St, Dallas, TX 75001",NULL,3.84
176957,"Google Phone",1,600,"04-06-2019 18:22","582 Church St, Boston, MA 02215",NULL,600.00
176958,"Bose SoundSport Headphones",1,99.99,"04/23/19 09:26","497 Main St, Boston, MA 02215",NULL,99.99
176959,"Wired Headphones",1,11.99,"04-08-2019 18:32","125 Jefferson St, Seattle, WA 98101",NULL,11.99
176960,"Bose SoundSport Headphones",1,99.99,"04-08-2019 14:49","737 West St, Dallas, TX 75001",NULL,99.99
176961,"27in FHD Monitor",1,149.99,"04/16/19 15:13","357 Willow St, Portland, OR 97035",NULL,149.99
176962,"Wired Headphones",1,11.99,"04-07-2019 11:19","710 Church St, San Francisco, CA 94016",NULL,11.99
176963,"AAA Batteries (4-pack)",2,2.99,"04/14/19 13:17","390 Walnut St, Los Angeles, CA 90001",NULL,5.98
176964,"AAA Batteries (4-pack)",1,2.99,"04-05-2019 14:43","453 Cedar St, San Francisco, CA 94016",NULL,2.99
176965,"Lightning Charging Cable",1,14.95,"04-08-2019 09:00","900 Dogwood St, Boston, MA 02215",NULL,14.95
176966,"Bose SoundSport Headphones",1,99.99,"04/22/19 23:21","3 Main St, Boston, MA 02215",NULL,99.99
176967,"27in 4K Gaming Monitor",1,389.99,"04/13/19 13:04","275 Lake St, Dallas, TX 75001",NULL,389.99
176968,"Bose SoundSport Headphones",1,99.99,"04/28/19 08:30","183 2nd St, Atlanta, GA 30301",NULL,99.99
176969,"AA Batteries (4-pack)",1,3.84,"04-05-2019 09:27","346 Wilson St, Portland, OR 97035",NULL,3.84
176970,"Bose SoundSport Headphones",1,99.99,"04-06-2019 19:33","524 7th St, Los Angeles, CA 90001",NULL,99.99
176971,"AAA Batteries (4-pack)",1,2.99,"04-05-2019 22:56","166 5th St, New York City, NY 10001",NULL,2.99
176972,"27in FHD Monitor",1,149.99,"04-06-2019 17:36","824 West St, Seattle, WA 98101",NULL,149.99
176973,"Wired Headphones",1,11.99,"04-04-2019 21:49","748 Madison St, Los Angeles, CA 90001",NULL,11.99
176974,"ThinkPad Laptop",1,999.99,"04-05-2019 22:51","789 Center St, Seattle, WA 98101",NULL,999.99
176975,"USB-C Charging Cable",1,11.95,"04/23/19 15:46","28 13th St, San Francisco, CA 94016",NULL,11.95
176975,"AAA Batteries (4-pack)",1,2.99,"04/23/19 15:46","28 13th St, San Francisco, CA 94016",NULL,2.99
176976,"27in FHD Monitor",1,149.99,"04/18/19 05:42","260 Pine St, Los Angeles, CA 90001",NULL,149.99
176977,"Bose SoundSport Headphones",1,99.99,"04-06-2019 13:57","808 Ridge St, Portland, OR 97035",NULL,99.99
176978,"Apple Airpods Headphones",1,150,"05-01-2019 03:29","589 Lake St, Portland, OR 97035",NULL,150.00
176979,"AAA Batteries (4-pack)",2,2.99,"04/28/19 17:53","315 9th St, New York City, NY 10001",NULL,5.98
176980,"Bose SoundSport Headphones",1,99.99,"04-02-2019 11:20","456 10th St, Seattle, WA 98101",NULL,99.99
176981,"Google Phone",1,600,"04-01-2019 11:29","924 11th St, San Francisco, CA 94016",NULL,600.00
176982,iPhone,1,700,"04/14/19 13:53","237 Lake St, Los Angeles, CA 90001",NULL,700.00
176983,"AAA Batteries (4-pack)",2,2.99,"04/23/19 10:18","769 11th St, Boston, MA 02215",NULL,5.98
176984,"Apple Airpods Headphones",1,150,"04/22/19 19:39","77 Lake St, Portland, OR 97035",NULL,150.00
176985,"USB-C Charging Cable",1,11.95,"04/15/19 11:52","859 7th St, New York City, NY 10001",NULL,11.95
176986,"Apple Airpods Headphones",1,150,"04-12-2019 14:45","623 Lakeview St, Los Angeles, CA 90001",NULL,150.00
176987,"AAA Batteries (4-pack)",1,2.99,"04/22/19 09:28","87 Spruce St, San Francisco, CA 94016",NULL,2.99
176988,"Lightning Charging Cable",1,14.95,"04/30/19 23:02","251 South St, Boston, MA 02215",NULL,14.95
176989,"Google Phone",1,600,"04-09-2019 13:43","346 9th St, Los Angeles, CA 90001",NULL,600.00
176989,"USB-C Charging Cable",1,11.95,"04-09-2019 13:43","346 9th St, Los Angeles, CA 90001",NULL,11.95
176990,"27in FHD Monitor",1,149.99,"04-07-2019 00:15","322 2nd St, San Francisco, CA 94016",NULL,149.99
176991,"Bose SoundSport Headphones",1,99.99,"04/15/19 01:49","338 2nd St, San Francisco, CA 94016",NULL,99.99
176992,"AAA Batteries (4-pack)",2,2.99,"04/15/19 12:22","927 5th St, New York City, NY 10001",NULL,5.98
176993,iPhone,1,700,"04-07-2019 09:43","28 South St, Los Angeles, CA 90001",NULL,700.00
176993,"Wired Headphones",1,11.99,"04-07-2019 09:43","28 South St, Los Angeles, CA 90001",NULL,11.99
176994,"Google Phone",1,600,"04/15/19 12:39","628 12th St, Los Angeles, CA 90001",NULL,600.00
176995,"AA Batteries (4-pack)",2,3.84,"04/20/19 23:12","964 8th St, San Francisco, CA 94016",NULL,7.68
176996,"Wired Headphones",1,11.99,"04/23/19 13:57","57 Wilson St, Atlanta, GA 30301",NULL,11.99
176997,"AA Batteries (4-pack)",1,3.84,"04/25/19 16:57","354 14th St, New York City, NY 10001",NULL,3.84
176998,"Bose SoundSport Headphones",1,99.99,"04-12-2019 12:54","481 Maple St, San Francisco, CA 94016",NULL,99.99
176999,"Lightning Charging Cable",1,14.95,"04/28/19 11:19","192 7th St, Seattle, WA 98101",NULL,14.95
177000,"USB-C Charging Cable",1,11.95,"04/26/19 16:08","936 9th St, Los Angeles, CA 90001",NULL,11.95
177001,"Wired Headphones",1,11.99,"04/17/19 09:49","958 Walnut St, Los Angeles, CA 90001",NULL,11.99
177002,"USB-C Charging Cable",1,11.95,"04/15/19 10:38","965 Elm St, San Francisco, CA 94016",NULL,11.95
177003,"USB-C Charging Cable",1,11.95,"04/13/19 16:09","903 Wilson St, San Francisco, CA 94016",NULL,11.95
177004,"AAA Batteries (4-pack)",1,2.99,"04/24/19 17:43","781 Wilson St, Los Angeles, CA 90001",NULL,2.99
177005,"Lightning Charging Cable",1,14.95,"04/28/19 11:38","375 Jefferson St, Los Angeles, CA 90001",NULL,14.95
177006,"34in Ultrawide Monitor",1,379.99,"04-02-2019 16:42","776 Spruce St, Austin, TX 73301",NULL,379.99
177007,"AAA Batteries (4-pack)",1,2.99,"04/18/19 13:10","806 Willow St, Boston, MA 02215",NULL,2.99
177008,"Apple Airpods Headphones",1,150,"04-05-2019 21:19","899 7th St, Dallas, TX 75001",NULL,150.00
177009,"AA Batteries (4-pack)",1,3.84,"04/24/19 11:08","623 5th St, Los Angeles, CA 90001",NULL,3.84
177010,"Apple Airpods Headphones",1,150,"04/28/19 13:42","885 Jefferson St, Dallas, TX 75001",NULL,150.00
177011,"Wired Headphones",2,11.99,"04-11-2019 11:18","742 Maple St, Dallas, TX 75001",NULL,23.98
177012,"Lightning Charging Cable",3,14.95,"04/29/19 14:05","987 9th St, New York City, NY 10001",NULL,44.85
177013,"AAA Batteries (4-pack)",1,2.99,"04/18/19 18:52","398 Pine St, Los Angeles, CA 90001",NULL,2.99
177014,"Lightning Charging Cable",1,14.95,"04/17/19 07:41","918 Maple St, Dallas, TX 75001",NULL,14.95
